date,time_12hr,time_24hr,headline,category
"JAN 13, 2022",3:57 PM,15:57,"Stock Market Highlights: Sensex ends 85 points higher, Nifty reclaims 18,250; Mindtree gains 2%",MARKET
"JAN 13, 2022",3:49 PM,15:49,"IPO boom: Investment bankers collected Rs 2,200 crore in fees in 2021, say reports",FINANCE
"JAN 13, 2022",3:40 PM,15:40,"Closing Bell: Sensex rises 85 points as market extends gains to 5th day; Mindtree up 2%, Wipro drops 6%",MARKET
"JAN 13, 2022",3:36 PM,15:36,"Titagarh Wagons buys Precision Shipyard's land, infra assets; Shipbuilding orderbook may jump 3x in 3 years",MARKET
"JAN 13, 2022",3:01 PM,15:01,"Remain bullish on crude, copper, base metals: XM Australia's Peter McGuire",MARKET
"JAN 13, 2022",2:44 PM,14:44,"Your Stocks: RBL Bank, Canara Bank, Tata Power in focus; here’s what experts say",MARKET
"JAN 13, 2022",2:33 PM,14:33,Remain constructive on India’s growth numbers; see need to monitor US 10-year bond rate: Morgan Stanley,MARKET
"JAN 13, 2022",2:29 PM,14:29,Infosys shares gain 2% post strong Q3 results; here's what brokerages say,MARKET
"JAN 13, 2022",1:50 PM,13:50,Tata Elxsi shares jump over 5% as tech stocks trade mixed,MARKET
"JAN 13, 2022",1:42 PM,13:42,No dip in elective occupancies; continue to see good growth: HealthCare Global,HEALTHCARE
"JAN 13, 2022",12:34 PM,12:34,"Wipro Q3 results: Key questions answered on business outlook, deal wins, hiring trends and stock performance",INFORMATION TECHNOLOGY
"JAN 13, 2022",11:59 AM,11:59,Wipro shares fall 5% after Q3 results failed to cheer investors,MARKET
"JAN 13, 2022",11:21 AM,11:21,"LIC IPO, Budget, state polls to determine market direction: Nepean Capital's Gautam Trivedi",MARKET
"JAN 13, 2022",11:19 AM,11:19,Mindtree shares erase opening gains ahead of Q3 results; trade negative,MARKET
"JAN 13, 2022",10:35 AM,10:35,"Opening bell: Sensex, Nifty open flat amid mixed global cues; Infosys, TCS up 1.5%",MARKET
"JAN 13, 2022",9:11 AM,09:11,"Top stock tips by Sudarshan Sukhani, Mitessh Thakkar: Bajaj Finance, Bata, Tata Communications and more",MARKET
"JAN 13, 2022",9:07 AM,09:07,10 things to know before market opens on January 13,MARKET
"JAN 13, 2022",8:48 AM,08:48,"Market setup: Nifty 2% away from all-time high of 18,604",MARKET
"JAN 13, 2022",8:35 AM,08:35,"Thursday's top brokerage calls: Infosys, TCS and Wipro",PHOTOS
"JAN 13, 2022",8:33 AM,08:33,"Key bond market deals: IOC, HPCL, BHEL",MARKET
"JAN 13, 2022",8:29 AM,08:29,Commodities round-up: Crude oil price hits 2-month high,MARKET
"JAN 13, 2022",8:28 AM,08:28,"MarketBuzz Podcast With Sonia Shenoy: Nifty50 likely to make a positive start; TCS, Infosys, Wipro in focus",MARKET
"JAN 13, 2022",7:47 AM,07:47,Trade setup for Jan 13: Can Nifty50 test higher levels? Check out key market cues before Thursday's session,MARKET
"JAN 13, 2022",7:12 AM,07:12,"Mindtree, TCS, Infosys, Wipro, Tata Motors and more: Top stocks to watch out for on Jan 13",PHOTOS
"JAN 13, 2022",6:52 AM,06:52,"US stock market closing: How S&P 500, Dow Jones, Nasdaq, Russell 2000 fared on Wednesday",MARKET
"JAN 13, 2022",6:51 AM,06:51,Dollar slumps as US inflation surge comes in line with expectations,MARKET
"JAN 12, 2022",11:07 PM,23:07,"TCS, Infosys Q3 results beat Street forecasts, Wipro falls short of expectations",EARNINGS
"JAN 12, 2022",7:51 PM,19:51,"TCS Results Highlights: Tata group IT major's Q3 profit at Rs 9,769 crore, misses Street estimates",EARNINGS
"JAN 12, 2022",6:24 PM,18:24,Infosys Q3FY22 earnings: Revenue beats Street estimates; here's what experts say,EARNINGS
"JAN 12, 2022",5:54 PM,17:54,Wipro reports a muted third quarter; experts discuss,EARNINGS
"JAN 12, 2022",5:29 PM,17:29,"TCS, Wipro decline, Infosys rises ahead of Q3 earnings",MARKET
"JAN 12, 2022",5:29 PM,17:29,DLF shares in high demand; here's what's driving the stock,MARKET
"JAN 12, 2022",5:16 PM,17:16,LIC IPO papers to be filed by end of this month: Report,MARKET
"JAN 12, 2022",4:50 PM,16:50,Expect healthcare focus to continue in Budget: BNP Paribas,MARKET
"JAN 12, 2022",4:48 PM,16:48,Experts discuss current rally in market and the outlook ahead,MARKET
"JAN 12, 2022",4:47 PM,16:47,Is the rally in metals over? Here's what industry experts say,MARKET
"JAN 12, 2022",4:45 PM,16:45,"Vodafone Idea, Reliance Industries, M&M and more: Key stocks that moved the most on Jan 12",PHOTOS
"JAN 12, 2022",4:10 PM,16:10,Edison Motors buys M&M’s stake in debt-ridden SsangYong,AUTO
"JAN 12, 2022",3:54 PM,15:54,"Closing Bell: Sensex jumps 530 points to 61,150, Nifty at 18,200; Airtel, Reliance lead",MARKET
"JAN 12, 2022",3:48 PM,15:48,"Stock Market Highlights: Sensex ends 533 points higher, Nifty above 18,200; metal, power, auto surge",MARKET
"JAN 12, 2022",3:29 PM,15:29,COVID-19 scare: Oxygen stocks jump up to 100% in 1 month; should investors buy?,MARKET
"JAN 12, 2022",3:28 PM,15:28,Moneycontrol Pro: HIL in focus; here’s why,MARKET
"JAN 12, 2022",2:57 PM,14:57,Why Apex Frozen Foods is buzzing,MARKET
"JAN 12, 2022",2:54 PM,14:54,Vodafone Idea jumps 13%; management says debt to equity conversion a positive,MARKET
"JAN 12, 2022",2:45 PM,14:45,Reliance Industries shares jump 3%; here's what's driving the rally,MARKET
"JAN 12, 2022",2:25 PM,14:25,See participation in silver ETFs rising rapidly: Nippon India MF's Vikram Dhawan,MARKET
"JAN 12, 2022",2:23 PM,14:23,Govt to hold 35.8% in Vodafone Idea; here's what experts say,MARKET
"JAN 12, 2022",1:42 PM,13:42,"FedFina IPO: Federal Bank's NBFC arm to raise Rs 2,000 crore",MARKET
"JAN 12, 2022",12:36 PM,12:36,Bajaj Finance gains 2.6% as board mulls fundraising proposal,MARKET
"JAN 12, 2022",12:28 PM,12:28,Here's why Tata Teleservices shares are locked in 5% lower circuit,MARKET
"JAN 12, 2022",12:21 PM,12:21,"Technical picks: IRCTC, Concor, Century Textiles and 7 other stocks analysts recommend now",PHOTOS
"JAN 12, 2022",10:19 AM,10:19,"Bharat Forge shares fall 4%; CLSA downgrades rating, cuts target price",MARKET
"JAN 12, 2022",10:14 AM,10:14,"Paytm shares hit new record low, slide below Rs 1,100 mark for first time",MARKET
"JAN 12, 2022",9:57 AM,09:57,"Opening Bell: Sensex, Nifty open higher amid strong global cues; Hindalco in focus",MARKET
"JAN 12, 2022",9:44 AM,09:44,"Signs of bubble in certain areas; like IT, real estate space: Geosphere Capital",MARKET
"JAN 12, 2022",9:08 AM,09:08,"Top stock tips by Sudarshan Sukhani, Mitessh Thakkar: HCL Tech, Navin Fluorine, Cummins and more",MARKET
"JAN 12, 2022",9:02 AM,09:02,Here's a look at top buzzing stocks for trade on Jan 12,MARKET
"JAN 12, 2022",9:01 AM,09:01,"Market setup: Powell hawkish, markets unmoved",MARKET
"JAN 12, 2022",8:41 AM,08:41,"Wednesday's top brokerage calls: Sun Pharma, DLF, Bharat Forge and Varun Beverages",PHOTOS
"JAN 12, 2022",8:37 AM,08:37,"Key bond market deals: PNB, Shriram Transport Finance, HPCL",MARKET
"JAN 12, 2022",8:30 AM,08:30,"MarketBuzz Podcast With Sonia Shenoy: Sensex, Nifty likely to open higher today; IT Q3 earnings in focus",MARKET
"JAN 12, 2022",8:24 AM,08:24,Commodities round-up: Crude oil price at 9-week high,MARKET
"JAN 12, 2022",8:21 AM,08:21,10 things to know before market opens on January 12,PHOTOS
"JAN 12, 2022",7:53 AM,07:53,"Infosys, TCS, Wipro, Tata Teleservices, DLF and more: Top stocks to watch out for on Jan 12",PHOTOS
"JAN 12, 2022",7:49 AM,07:49,Dollar falls as Powell soothes policy fears; CPI test looms,MARKET
"JAN 12, 2022",7:47 AM,07:47,Trade setup for Jan 12: Is Nifty50 about to cross a crucial hurdle? Check out key market cues before Wednesday's session,MARKET
"JAN 12, 2022",7:05 AM,07:05,"US stock markets closing: How S&P 500, Dow Jones, Nasdaq, Russell 2000 fared on Tuesday",MARKET
"JAN 11, 2022",7:37 PM,19:37,"Top News Podcast: ‘Delhi, Mumbai 3rd COVID wave peak this week’; standard income tax deduction likely to be hiked; IT stocks rally and more",BUSINESS
"JAN 11, 2022",7:35 PM,19:35,News Wrap Jan 11: ITR filing deadline extended; govt to be largest Vodafone Idea shareholder; pig to human heart transplant in US and more,BUSINESS
"JAN 11, 2022",5:21 PM,17:21,Centre to allow 20% FDI in LIC before mega IPO: Report,BUSINESS
"JAN 11, 2022",5:20 PM,17:20,"Paytm shares hit record low, discount to issue price at 48%",MARKET
"JAN 11, 2022",5:20 PM,17:20,"TCS, Infosys, Wipro, other IT stocks rise ahead of Q3 earnings",MARKET
"JAN 11, 2022",5:14 PM,17:14,Commodity Champions: Experts discuss 2022 outlook for sugar business,MARKET
"JAN 11, 2022",5:09 PM,17:09,"Stock Market Highlights: Sensex ends 221 points higher, Nifty tops 18,050; Vodafone Idea tumbles 21%",MARKET
"JAN 11, 2022",4:46 PM,16:46,"Capex, credit growth confluence positive for India: BofA Securities",MARKET
"JAN 11, 2022",4:28 PM,16:28,Sresta Natural Bioproducts files draft papers with Sebi; aims to raise Rs 500 crore via IPO,BUSINESS
"JAN 11, 2022",4:10 PM,16:10,"Vodafone Idea, Infosys, HCL Tech, Tata Steel, Greaves Cotton and more: Key stocks that moved most on Jan 11",PHOTOS
"JAN 11, 2022",3:53 PM,15:53,Jefferies bullish on Coforge; details here,MARKET
"JAN 11, 2022",3:50 PM,15:50,"Closing Bell: Sensex rises to 60,600; Nifty at 18,055; HCL Tech surges; Vodafone Idea declines 20%",MARKET
"JAN 11, 2022",3:47 PM,15:47,Consumer psyche gripped by fear; need stimulus for 12 months to build demand: Raamdeo Agrawal,MARKET
"JAN 11, 2022",3:45 PM,15:45,"Tata Steel, SAIL shares slip over 4% as Jefferies turns cautious on metals stocks",MARKET
"JAN 11, 2022",3:10 PM,15:10,View: Delightfully vague law on denial of IPO financing and resultant opportunity loss,BUSINESS
"JAN 11, 2022",2:47 PM,14:47,December general insurance premium grows by 7.3%,PERSONAL FINANCE
"JAN 11, 2022",2:40 PM,14:40,Vodafone Idea shares tumble 20%; here's why,MARKET
"JAN 11, 2022",2:23 PM,14:23,Nickel prices hit 1-month high,MARKET
"JAN 11, 2022",2:00 PM,14:00,"China Plus One to aid textile, specialty chemicals, electronics spaces: Kotak AMC",MARKET
"JAN 11, 2022",1:51 PM,13:51,Anupam Rasayan bets on new order win to add Rs 140 crore revenue annually for next 5 years,BUSINESS
"JAN 11, 2022",1:30 PM,13:30,"SAIL, Tata Steel slip as brokerages turn bearish on metals",MARKET
"JAN 11, 2022",12:31 PM,12:31,Govt to be largest shareholder in Vodafone Idea; experts evaluate stock,MARKET
"JAN 11, 2022",11:20 AM,11:20,JPMorgan raises ONGC's target price to Rs 235; here’s why,MARKET
"JAN 11, 2022",10:16 AM,10:16,"Sensex target at 70000 with budget being catalyst, says Morgan Stanley’s Jonathan Garner",MARKET
"JAN 11, 2022",10:06 AM,10:06,"Opening Bell: Sensex, Nifty open flat amid weak global cues; HDFC, Vodafone Idea in focus",MARKET
"JAN 11, 2022",9:54 AM,09:54,Asian stocks steady as investors focus on Fed policy,MARKET
"JAN 11, 2022",9:06 AM,09:06,"Top stock tips by Shrikant Chouhan, Mitessh Thakkar: Tech Mahindra, HDFC AMC and more",MARKET
"JAN 11, 2022",8:46 AM,08:46,Dollar stagnates as traders wait on Powell for policy hints,MARKET
"JAN 11, 2022",8:38 AM,08:38,"Key bond market deals: Ugro Capital, Federal Bank, Godrej Industries",MARKET
"JAN 11, 2022",8:36 AM,08:36,Here's a look at top buzzing stocks for trade on Jan 11,MARKET
"JAN 11, 2022",8:27 AM,08:27,"Tuesday's top brokerage calls: L&T, Tata Steel, Hindalco, DLF and more",PHOTOS
"JAN 11, 2022",8:20 AM,08:20,"MarketBuzz Podcast With Sonia Shenoy: Sensex, Nifty50 likely to make a weak opening today",MARKET
"JAN 11, 2022",8:09 AM,08:09,10 things to know before market opens on January 11,PHOTOS
"JAN 11, 2022",7:47 AM,07:47,"Trade setup for Jan 11: Can bulls keep Nifty50 above 18,000? Check out key market cues before Tuesday's session",MARKET
"JAN 11, 2022",7:26 AM,07:26,"US stock markets closing: How S&P 500, Dow Jones, Nasdaq, Russell 2000 fared on Monday",MARKET
"JAN 11, 2022",7:20 AM,07:20,"Delta Corp, Fortis Health, Paytm, Timex Group and more: Top stocks to watch out for on Jan 11",PHOTOS
"JAN 10, 2022",8:27 PM,20:27,Money Money Money: Experts discuss investment ideas for 2022,PERSONAL FINANCE
"JAN 10, 2022",7:55 PM,19:55,Sebi puts in place framework for operationalising gold exchange; check details,MARKET
"JAN 10, 2022",7:42 PM,19:42,LIC hikes stake in chemical major Deepak Nitrite,MARKET
"JAN 10, 2022",5:39 PM,17:39,Paytm shares slump to fresh low after Macquarie cuts target price by 25%,MARKET
"JAN 10, 2022",5:11 PM,17:11,Indian fintech firm Pine Labs confidentially files for US IPO,MARKET
"JAN 10, 2022",4:58 PM,16:58,Rupee gains 31 paise to close at 74.03 against US dollar,MARKET
"JAN 10, 2022",4:23 PM,16:23,"DMart, Paytm, SBI Cards, Indian Hotels and more: Key stocks that moved the most on Jan 10",MARKET
"JAN 10, 2022",4:13 PM,16:13,Expect 26% Nifty earnings growth: Motilal Oswal Financial Services' Gautam Duggad,MARKET
"JAN 10, 2022",3:59 PM,15:59,Overweight on banking and manufacturing sectors: ICICI Pru AMC,MARKET
"JAN 10, 2022",3:57 PM,15:57,"Stock Market Highlights: Sensex, Nifty at 2-month highs; Titan, SBI jump 3%; Paytm drops 6%",MARKET
"JAN 10, 2022",3:51 PM,15:51,"Motherson Sumi growth prospects robust, target price Rs 300: Emkay",MARKET
"JAN 10, 2022",3:41 PM,15:41,"Closing Bell: Sensex closes at 60,400, Nifty crosses 18,000; Tata Motors, Maruti lead",MARKET
"JAN 10, 2022",3:17 PM,15:17,Inside Out: The transformation saga of Greaves Cotton,MARKET
"JAN 10, 2022",2:53 PM,14:53,Green bonds will prop Adani's future green plans,BUSINESS
"JAN 10, 2022",2:51 PM,14:51,Course5 Intelligence files for IPO to raise up to Rs 600 crore,BUSINESS
"JAN 10, 2022",2:38 PM,14:38,Moneycontrol Pro: Ircon International in focus; here’s why,MARKET
"JAN 10, 2022",2:37 PM,14:37,SBI to raise $500 mn via Taiwan’s Formosa bonds: Report,FINANCE
"JAN 10, 2022",2:23 PM,14:23,Will look at consumption push in budget 2022: Kotak AMC's Nilesh Shah,MARKET
"JAN 10, 2022",2:10 PM,14:10,ICICI Securities initiates coverage on Indian Hotels with 'buy' rating,MARKET
"JAN 10, 2022",1:58 PM,13:58,"Monarch Networth Capital's top stock picks: CRISIL, Gati, IFGL Refractories, FIEM Industries and Saksoft",PHOTOS
"JAN 10, 2022",1:36 PM,13:36,"Engineers India eyeing biofuel, green hydrogen areas; says 96-97% of current biz from oil and gas segment",BUSINESS
"JAN 10, 2022",1:31 PM,13:31,"Positive on large banks, capital market entities and technology: White Oak Capital",MARKET
"JAN 10, 2022",1:02 PM,13:02,Aluminium prices hit 2-month high,MARKET
"JAN 10, 2022",12:49 PM,12:49,"Future group stocks in focus after Amazon moves NCLAT, SC",MARKET
"JAN 10, 2022",12:06 PM,12:06,Goldman Sachs says 'sell' SBI Cards; stock down 3%,MARKET
"JAN 10, 2022",11:42 AM,11:42,"Axis Securities has sell rating on DMart, likes ABFRL, Bata",MARKET
"JAN 10, 2022",11:14 AM,11:14,Petroleum products have seen strong growth in December: HPCL,ENERGY
"JAN 10, 2022",11:05 AM,11:05,Momentumisers: Pidilite shares in focus; here’s why,MARKET
"JAN 10, 2022",10:52 AM,10:52,Rupee rises 18 paise against US dollar in early trade,MARKET
"JAN 10, 2022",10:39 AM,10:39,"Top stock tips by Sudarshan Sukhani, Mitessh Thakkar: Grasim, Ramco Cements, Aarti Industries and more",MARKET
"JAN 10, 2022",10:39 AM,10:39,"Goldman Sachs initiates coverage on SBI Cards with 'sell' rating, target price Rs 654",MARKET
"JAN 10, 2022",10:28 AM,10:28,Not much impact of COVID on MFI loan book: Creditaccess Grameen,FINANCE
"JAN 10, 2022",10:17 AM,10:17,"Indian shares rise on boost from TCS, banking stocks",BUSINESS
"JAN 10, 2022",9:58 AM,09:58,DMart operator up 1% post Q3 results; here's what brokerages say,MARKET
"JAN 10, 2022",9:47 AM,09:47,"Opening Bell: Sensex, Nifty open higher amid mixed global cues; Avenue Supermarts in focus",MARKET
"JAN 10, 2022",9:18 AM,09:18,"Bullish on IT; healthcare, financials remain top picks: Bernstein",MARKET
"JAN 10, 2022",8:52 AM,08:52,Here's a look at top buzzing stocks for trade on Jan 10,MARKET
"JAN 10, 2022",8:28 AM,08:28,Commodities round-up: Crude oil price records best week in January; $80/bbl to hold,MARKET
"JAN 10, 2022",8:26 AM,08:26,"MarketBuzz Podcast With Sonia Shenoy: Sensex, Nifty50 likely to open higher today",MARKET
"JAN 10, 2022",8:19 AM,08:19,"D-Street week ahead: Earnings, macro data, COVID-19 likely to impact market",MARKET
"JAN 10, 2022",8:11 AM,08:11,10 things to know before opening bell on January 10,PHOTOS
"JAN 10, 2022",7:59 AM,07:59,"Key bond market deals: HDFC Securities, Mahindra Rural Housing, Ugro Capital",MARKET
"JAN 10, 2022",7:45 AM,07:45,Trade setup for Jan 10: Is there more upside left in Nifty50? Check out key market cues before Monday's session,MARKET
"JAN 10, 2022",7:28 AM,07:28,Dollar firm as inflation test looms,MARKET
"JAN 10, 2022",7:22 AM,07:22,"Reliance Industries, Kotak Bank, D-Mart, Sobha, IndiGo and more: Top stocks to watch out for on Jan 10",PHOTOS
"JAN 10, 2022",7:18 AM,07:18,Oil prices fall for 2nd day as Omicron hits economic activity,MARKET
"JAN 10, 2022",7:17 AM,07:17,Asian stock markets subdued ahead of US inflation data,MARKET
"JAN 10, 2022",6:35 AM,06:35,Technical picks: 5 commodity bets analysts recommend for solid returns in short term,PHOTOS
"JAN 09, 2022",1:38 PM,13:38,Bottomline: Smart Inc is set to lever up,VIEWS
"JAN 08, 2022",11:15 AM,11:15,Finance Minister Nirmala Sitharaman reviews LIC IPO progress,MARKET
"JAN 08, 2022",8:09 AM,08:09,View: Fake-it-till-you-make-it sounds positively benign juxtaposed against loss-is-harbinger-of-profit,STARTUP
"JAN 07, 2022",9:49 PM,21:49,Renew Power raises $400 million via dollar bonds,MARKET
"JAN 07, 2022",9:28 PM,21:28,"Gold bond issue price fixed at Rs 4,786/gm; subscription opens Monday",MARKET
"JAN 07, 2022",9:13 PM,21:13,Sensex clocks 3rd straight weekly gain; Nifty Bank's best week since May 2021,MARKET
"JAN 07, 2022",8:58 PM,20:58,Budget Countdown: Has Atmanirbhar Bharat initiative helped MSME sector? Here's a report card,ECONOMY
"JAN 07, 2022",8:42 PM,20:42,"News Wrap Jan 7: Govt says GDP to grow 9.2% in FY22; 7-day home quarantine mandatory for international arrivals; Omicron cases above 3,000 and more",BUSINESS
"JAN 07, 2022",7:43 PM,19:43,"4,000 electric scooters dispatched, vast majority of data not reflected on VAHAN: Varun Dubey, CMO, Ola Electric",BUSINESS
"JAN 07, 2022",7:08 PM,19:08,"Taking Stock: Oil India, Mindtree, banks in focus; here's what experts say",MARKET
"JAN 07, 2022",6:08 PM,18:08,TCS Board to consider buyback proposal on January 12,BUSINESS
"JAN 07, 2022",5:37 PM,17:37,"Stock Market Highlights: Sensex ends 143 points higher, Nifty reclaims 17,800; Asian Paints up 2%, Bajaj twins down 1%",MARKET
"JAN 07, 2022",5:06 PM,17:06,"Treasury yields rise, tech stocks decline; what's the connection?",MARKET
"JAN 07, 2022",4:53 PM,16:53,Smart Money: All you need to know about Index funds,PERSONAL FINANCE
"JAN 07, 2022",4:50 PM,16:50,Rupee gains 12 paise to close at 74.30 against US dollar,MARKET
"JAN 07, 2022",4:13 PM,16:13,"Titan, Ujjivan SFB, Hinduja Global and more: Key stocks that moved most on Jan 7",PHOTOS
"JAN 07, 2022",4:03 PM,16:03,"Closing Bell: Sensex closes 140 points higher; Nifty reclaims 17,800; Grasim, ONGC lead",MARKET
"JAN 07, 2022",3:46 PM,15:46,"Your Stocks: IRCTC, Tata Steel, Tata Chemicals, ICICI Bank in focus; here's what experts say",MARKET
"JAN 07, 2022",2:51 PM,14:51,Reliance Industries executes agreement to acquire 40% in Sterling & Wilson from Shapoorji Pallonji,MARKET
"JAN 07, 2022",2:43 PM,14:43,India GDP likely to see 10 basis point hit in FY22 due to Omicron: India Ratings report,ECONOMY
"JAN 07, 2022",2:42 PM,14:42,Titan wipes initial gains; stock had surged 3% post strong biz update,BUSINESS
"JAN 07, 2022",2:38 PM,14:38,"IRCTC shares jump over 5%; should you buy, sell or hold?",MARKET
"JAN 07, 2022",2:22 PM,14:22,Govt signs agreement with TCS for second phase of Passport Seva Program,MARKET
"JAN 07, 2022",2:14 PM,14:14,"Anand Rathi Wealth digital business AUM up 38%, growth rate sustainable: Feroze Azeez",MARKET
"JAN 07, 2022",2:12 PM,14:12,Tata Starbucks: Added 51 stores in last 12 months; recovery was good post 2nd COVID wave,BUSINESS
"JAN 07, 2022",2:11 PM,14:11,"Positive on financials, overweight on insurance, large-cap IT: DSP Investment",MARKET
"JAN 07, 2022",12:03 PM,12:03,Godrej Consumer Products shares rise; CLSA maintains 'outperform' rating,MARKET
"JAN 07, 2022",11:52 AM,11:52,Medical equipment maker Airox Tech explores IPO: Report,MARKET
"JAN 07, 2022",11:23 AM,11:23,"India favourable among EMs; bullish on renewable energy, real estate, e-commerce: Jefferies",MARKET
"JAN 07, 2022",10:40 AM,10:40,"Ujjivan SFB stock top gainer on Nifty500, jumps 12%; here's why -",MARKET
"JAN 07, 2022",10:25 AM,10:25,Hinduja shares locked in 20% lower circuit as bonus issue fails to cheer investors,MARKET
"JAN 07, 2022",9:46 AM,09:46,"Opening Bell: Sensex, Nifty open higher; HDFC Bank, ONGC surge",MARKET
"JAN 07, 2022",9:30 AM,09:30,Goldman Sachs says bitcoin will compete with gold as 'store of value',CRYPTOCURRENCY
"JAN 07, 2022",9:24 AM,09:24,GAIL shares in focus; here’s why,MARKET
"JAN 07, 2022",9:07 AM,09:07,Lupin launches Molnupiravir under brand 'Molnulup' for COVID treatment,BUSINESS
"JAN 07, 2022",9:04 AM,09:04,"Top stock tips by Shrikant Chouhan, Mitessh Thakkar: Aditya Birla Fashion, Tata Power, USL and more",MARKET
"JAN 07, 2022",9:04 AM,09:04,Here's a look at top buzzing stocks for trade on Jan 7,MARKET
"JAN 07, 2022",8:56 AM,08:56,"Closing prices for crude oil, gold and other commodities",MARKET
"JAN 07, 2022",8:53 AM,08:53,Asian stock markets rally as investors await US jobs data,MARKET
"JAN 07, 2022",8:33 AM,08:33,"Key bond market deals: BHEL, Godrej Industries, Bajaj Housing Finance",MARKET
"JAN 07, 2022",8:23 AM,08:23,Commodities round-up: Crude prices rise 2% overnight,MARKET
"JAN 07, 2022",8:23 AM,08:23,10 things to know before market opens on January 7,PHOTOS
"JAN 07, 2022",8:22 AM,08:22,"MarketBuzz Podcast With Ekta Batra: Sensex, Nifty50 likely to open higher today",MARKET
"JAN 07, 2022",8:10 AM,08:10,"Friday's brokerage calls: HPCL, Titan, Godrej Consumer, SRF and more",PHOTOS
"JAN 07, 2022",7:49 AM,07:49,Trade setup for Jan 7: Are bulls ready to make a comeback? Check out key market cues before Friday's session,MARKET
"JAN 07, 2022",7:37 AM,07:37,"Dollar rides high ahead of payrolls report, yen falls",MARKET
"JAN 07, 2022",7:19 AM,07:19,"Reliance Industries, Titan, Godrej Consumer, Ujjivan SFB and more: Top stocks to watch out for on Jan 7",PHOTOS
"JAN 07, 2022",7:02 AM,07:02,"US stock markets closing: How S&P 500, Dow Jones, Nasdaq, Russell 2000 fared on Thursday",MARKET
"JAN 06, 2022",10:31 PM,22:31,"Hope to list Dunzo in next 36-48 months, says CEO Kabeer Biswas",YOUNG TURKS
"JAN 06, 2022",10:26 PM,22:26,"Reliance Industries raises $4 billion in US dollar bonds, largest such issue by an Indian corporate",BUSINESS
"JAN 06, 2022",9:58 PM,21:58,Delhi HC dismisses Subramanian Swamy's plea seeking to set aside Air India disinvestment process,LEGAL
"JAN 06, 2022",8:14 PM,20:14,News Wrap Jan 6: RIL raises $4 bn in US dollar bonds; RT-PCR test kit for quick Omicron detection gets nod; Paytm shares drop to fresh low and more,BUSINESS
"JAN 06, 2022",7:58 PM,19:58,Top News Podcast: Record jump in Omicron cases; ‘Bulli Bai’ case main conspirator arrested; market snaps 4-day winning run and more,BUSINESS
"JAN 06, 2022",7:57 PM,19:57,US Fed to trim balancesheet; how will it impact global markets? Experts discuss,MARKET
"JAN 06, 2022",7:35 PM,19:35,Home sales in Kolkata jump 62%in 2021: Report,REAL ESTATE
"JAN 06, 2022",7:05 PM,19:05,"Sebi is hiring officers, IT professionals, researchers ahead of LIC's big IPO; check details",MARKET
"JAN 06, 2022",6:19 PM,18:19,"Bharti Airtel, Vodafone Idea, Indus Tower shares jump; CLSA raises target prices",MARKET
"JAN 06, 2022",6:13 PM,18:13,"Paytm shares drop to fresh low, discount to issue price reaches 42%",MARKET
"JAN 06, 2022",5:15 PM,17:15,"Gold price tumbles Rs 284; silver plunges Rs 1,292 on January 6",MARKET
"JAN 06, 2022",4:58 PM,16:58,Rupee falls 11 paise to close at 74.49 against US dollar,MARKET
"JAN 06, 2022",4:10 PM,16:10,"Bond yields rise to two-year highs, here's why",MARKET
"JAN 06, 2022",4:00 PM,16:00,"Hinduja Global Solutions to to consider bonus issue, interim dividend today",BUSINESS
"JAN 06, 2022",3:57 PM,15:57,"Stock Market Highlights: Sensex ends 621 points lower, Nifty below 17,750 dragged by financial, IT, oil & gas shares",MARKET
"JAN 06, 2022",3:49 PM,15:49,"Reliance Industries, Future Retail, UPL and more: Key stocks that moved most on Jan 6",PHOTOS
"JAN 06, 2022",3:45 PM,15:45,"Your Stocks: CESC, Bandhan Bank, CAMS in focus; here’s what experts say",MARKET
"JAN 06, 2022",3:42 PM,15:42,"Exciting opportunities in textile, electric vehicle space, says S Krishna Kumar",MARKET
"JAN 06, 2022",3:42 PM,15:42,"Closing Bell: Sensex sheds 621 points, Nifty gives up 17,750 as market snaps 4-day winning run",MARKET
"JAN 06, 2022",3:39 PM,15:39,These firms with newly-listed stocks to face anchor investor test in January,MARKET
"JAN 06, 2022",3:35 PM,15:35,"IT stocks extend losses for 2nd day; Zensar Tech down 5%, Infosys, TCS slip over 2%",MARKET
"JAN 06, 2022",3:33 PM,15:33,Moneycontrol Pro: Shivalik Rasayan in focus; here’s why,MARKET
"JAN 06, 2022",2:47 PM,14:47,ICICI Prudential launches India's first silver ETF,MARKET
"JAN 06, 2022",2:18 PM,14:18,Domestic cyclicals looking attractive; prefer largecap IT cos: Max Life Insurance,MARKET
"JAN 06, 2022",2:17 PM,14:17,Ventura Securities says 'buy' Salzer Electronics as biz prospects bright; stock seen doubling,MARKET
"JAN 06, 2022",1:04 PM,13:04,Future Group stocks recover after Delhi HC stays Amazon-Future Singapore arbitration,MARKET
"JAN 06, 2022",12:50 PM,12:50,Overall weakness weighs on cement stocks; here's what CLSA says,MARKET
"JAN 06, 2022",12:40 PM,12:40,Here's why KPIT Tech is buzzing in trade,MARKET
"JAN 06, 2022",12:22 PM,12:22,Expect 2022 to be volatile for equities; bullish on auto ancillaries focused on EVs: Emkay Global,MARKET
"JAN 06, 2022",12:06 PM,12:06,"UPL stock rises 2%; CLSA hikes target price, EPS estimate",MARKET
