Date,Product,Stars,Title,Review
09/12/2013,iRobot Roomba 650 for Pets,5,iRobot Roomba 650 Vacuum Cleaning Robot for Pets,"Our cats and two dogs hate you product.......My wife and I think it's the greatest thing since sliced bread. I charged it overnight and started it running around the floor and in 15 minutes the bag was loaded with dirt......We emptied the bag and started it again, we never knew we had so much dirt.....we are still waiting for the first cat to ride it, Thanks again  Jim and Cathy Mikolajczyk  New Castle, DE"
11/11/2015,iRobot Roomba 650 for Pets,5,Awesome!,Our apartment has never been cleaner. Great product.
11/15/2015,iRobot Roomba 650 for Pets,5,Can't believe I waited so long!,"Our 650 Roomba arrived right on time & in good condition. We have a 1300 sq. foot home in a senior community and ""Rosie"" (fondly named after the ""Jetson's"" maid) cleans our 3 bedroom 2 bath home with perfection. I was concerned that our dark blue carpet would cause problems, but to no avail! Rosie cleans her way through our house doing all the carpets, tile, and over the rugs, I like how she navigates under the furniture and beds. I use one virtual wall to keep her from trying to clean under a large bookcase where she got stuck the first day on the job, but have had no other problems. I did order 2 other virtual walls to use near our Christmas tree. We will go out shopping or to dinner and leave Rosie to clean while we're away, when we return, our house is vacuumed and Rosie is back at her docking station relaxing and getting all charged up for the next day, life is great"
9/14/2015,iRobot Roomba 650 for Pets,5,She says it's one of the best presents she has ever received,Ordered one for my Mom for her birthday.  She has a big house and spent hours a week vacuuming due to a German Shepard that sheds constantly.  This thing picks it all up.  She says it's one of the best presents she has ever received.  Saves her so much time when cleaning house.
9/30/2015,iRobot Roomba 650 for Pets,4,Make sure your dog doesn't poop in the house while Roomba is cleaning!!,"Only had mine for a couple days when it was running while I wasn't home, and my dog took a dump on the rug...Roomba spread it all over the area.  WHAT A DISASTER!  My dog rarely has an accident.  I had enough time to see that Roomba works really well, so am ordering a replacement."
08/01/2015,iRobot Roomba 650 for Pets,5,One of the best tools for saving time,"One of the best tools for saving time. I leave it working when I leave for work and when I get back my floor looks like new, it takes 2 minutes to clean and its good to go again."
04/04/2015,iRobot Roomba 650 for Pets,5,Five Stars,One of the best purchases we have made in a long time. Every home needs one of these.
11/04/2015,iRobot Roomba 650 for Pets,5,Awesome,One of the best purchases my wife and I have ever made. Keeps the house free of dust and so easy to just set up and leave. There are a few problem spots it gets stuck but we just use the virtual walls to keep it out of there. All around great product though. Does a great job.
4/16/2015,iRobot Roomba 650 for Pets,5,One of my favorite purchases ever,"One of my favorite purchases ever. I have a dog that sheds a fair amount and this Roomba keeps my apartment fur free. It cleans in places and under things that I would never actually get to myself. For the cost of a few visits of a house cleaner, it's well worth it."
11/13/2013,iRobot Roomba 650 for Pets,4,Optimize your house for Roomba and let the cleaning begin,"Once you have figured you have to ""optimize"" your home for Roomba it does its job very well.  This means no loose cords on the floor, move some things a bit so it has the space to travel where you want it to clean.  After that, program it for the weekdays and watch it clean the house.  You have to remember to clean the dust bucket every day at first but gradually the house will get cleaner and it won't matter so much. Also remove hairs from the brushes with the special tool the first few days of cleaning after that a weekly cleanup will be fine.  Consider also cleaning the dust filter with compressed air once a week (push the air from the ""clean"" side of the filter, do it outside the house as a lot of dust gets trapped there).Once you understand you have to take care of the Roomba a bit (mostly in the beginning) then you will enjoy it.I gave it four star because it seems on some surfaces it will have problems: mostly long hair rugs which it might ""avoid"", plus we get the ""error 6"" and it stops cleaning on a black carpet when there is too much dust on the infrared sensors, it thinks it's about to fall from the carpet, go figure.  It's a great robot vacuum, not perfect but it does a good job.One last thing to note, having the charging base station in a ""central"" location of the house will make it easier for it to return there once the cleaning is done."
9/18/2014,iRobot Roomba 650 for Pets,3,Three Stars,Once it fell off to the stair. Cleaning is a little bit troublesome.
11/20/2015,iRobot Roomba 650 for Pets,5,I love my Roomba! Week one.,"OMG, I have only had this device for a week and I am lovin' it! Amazing how much stuff it picks up. Who cares about the Hepa filter- the amount of hair and dust it gathers is unbelievable. I had to Roomba proof the house (cords up, pet bowls protected) and had a few accidents with plastic bags and such, but otherwise things are going well. The only thing I haven't figured out is how to keep it calm while I am tipping it upside down to clean out the brushes. It verbally spew error messages when I expose its belly. But so does the cat."
12/27/2014,iRobot Roomba 650 for Pets,5,works amazing. was worried it would knock over things,"omg!!! regret not buying this sooner!! works amazing. was worried it would knock over things, nope, it backs it self off even on the most delicate omg that's gonna fall over things, i was worried that my loose string and mess it up so i left my shoes out just to see, and nope after like 3 secs it spits it back out and moves on.  This was brilliantly designed and produced!!! Picks up waaaaaayyyyyyy  waaaayyyyy ,, ( pant) waaaayyyy more dirt , lint , etc then my old vacuum. !"
12/08/2014,iRobot Roomba 650 for Pets,5,This is the best thing we've purchased in a long time,"OMG! This is the best thing we've purchased in a long time. We live in a very, very, very, very tiny studio apartment that needs to be kept tidy all the time. It's great to have a vacuum run once a day or more on our hardwood floors. It's able to pick all the dirt and hair up that accumulates in our tiny space. We have two rugs as well and it cleans them without a problem. Worth every cent! I never have to vacuum again.The vacuum makes many random passes, but it definitely gets the job done.Con: make sure small cords like headphones etc, and small clothing items are picked up or they might get caught."
09/02/2015,iRobot Roomba 650 for Pets,5,I thought I was a good housecleaning person in my house,"OMG! I thought I was a good housecleaning person in my house! This device really cleans well! I am Loving the hours of manual labor it saves me each month! For the device to work well, you must declutter your home and move electrical wires to a safe position. I like that problem since it makes me feel more organized. The first week, I was shocked how much debris it picked up! What a fantastic cleaning machine!"
6/13/2015,iRobot Roomba 650 for Pets,5,BEST PURCHASE EVER,OMG! I can literally walk away And it  clean the whole house it'll go for hours and even go back to its docking station to recharge itself absolutely love this. The only issue I see is everything has to be picked up out of the floor first. We have had this for months now
11/16/2014,iRobot Roomba 650 for Pets,5,Omg the greatest gift ever my wife loves it really helps with ...,Omg the greatest gift ever my wife loves it really helps with the pet hair and I have dark floors carpet tile no problems at all get one they are fantastic
01/03/2014,iRobot Roomba 650 for Pets,2,"Starts off well, but didn't last a week","Ok, so we have a lot of wood floors and a yellow lab. Plenty of hair to pick up. First couple of days it seemed to do well, but maybe that was because it removed a majority of the hair. But as we set it about the rooms, we noticed that it wasn't really picking up that final 15%. We cleaned the bin, the brushes, talked with customer support, etc. It passes right over the hair multiple times. ""Rosie"" says she is done, we go in, bin hardly any hair/dirt in it, but we can still see the blond hairs on the wood floors. Shouldn't be that way. Customer service offered no help other than to return it to where it was purchased."
01/04/2013,iRobot Roomba 650 for Pets,5,"Yay, it works !","Ok, so I'm a bit tentative because I'm purchasing this as a gift for someone who is a cleaning wiz and had my doubts as to how well this little guy would perform. However, once charged, the Roomba did an incredible job of getting up unseen dirt from the carpet and left the hardwood floors looking spotless.  As has been recommended, cleaning the little guy out after each use insures that it will operate at its best.  Good one Roomba !"
9/15/2015,iRobot Roomba 650 for Pets,5,It has changed my life,"Ok, so I have the 655 model from Costco. Not sure exactly what the big difference is but it has an extra 5- maybe just to make Costco members feel special? Who knows. I was a early adopter of the Roomba first series. I hated it, it was crap. It was loud and basically crappy. I stopped using it after a couple months and eventually we sold it.Fast forward to now. I saw this new model at Costco hopped on Amazon to price compare and read reviews. The reviews were surprisingly good. Costco had a rebate at the time so the price was better to buy there. I bought it for myself for my birthday. It's a gift. I have two active kids that drag dirt and leaves from the outdoors and two cats. This vacuum has changed my life. I want another one. I have a 3400 sqft house and while it doesn't cover it well it does a great job. My floors have never been so clean. I am no longer resentful that crap is being tracked all over the house by 3 other humans and two cats. I vacuumed almost everyday which took up a lot of time. Now I have time to do other things to maintain the house, like mop, clean the bathrooms, etc."
6/23/2015,iRobot Roomba 650 for Pets,5,Best purchase I have made in decades,"OK, I have pet parrots, and they make cat mess look like a picnic!  This baby cleans the floor so very well, I absolutely LOVE it!!!!  It is so darn  smart that it can go over power cords, and know to leave them alone, but it is not put off by them either....it goes over cords gently, and vacuums BENEATH THEM!!  I can't say enough good about this.  It is the single best thing I have bought in decades.  I think it is worth even more than I paid for it, as it has zero problems.  (I have replaced my regular vacuum 3 times in 2 years, including a Dyson).  WOW!"
3/15/2014,iRobot Roomba 650 for Pets,5,wow !,"ok, i don't ever write reviews.  which is hypocritical since i rely on amazon reviews even when i'm shopping in stores !!but, this thing is awesome.  i also have a Dyson vacuum at the house.  i have all tile floors thru out the house now.  i have 2 shar pei's and a longish haired cat.  i bought this model over the 630 cause you can program this one to vacuum the house while you're at work.  with 3 pets the hair can get out of hand and needs to be swept/vacuumed up at least every 2 days or so....and let's be honest.  most people work jobs all day you don't want to come home and vacuum the whole house every other day !  i'm amazed at the amount of debris, dust, and hair this thing has in it's bin every night when i come home and empty out the compartment.  it's usually sitting on it's dock recharging when i come home.  there's been a couple of times it's gotten hung up on a rug or power cord.....but after you remove the items it gets caught up on....no issues what so ever.this is a must have for any pet owner !!  i have it programmed to ""work"" mon-fri at 3pm.  so i never have to hear it working....just come home to a spotless house !!!  awesome !!!"
10/17/2013,iRobot Roomba 650 for Pets,5,Cute Cute Cute!,"OK, I confess I choose this model simply because it is the cutest design among all the models. It works pretty well, but since that's the only vacumme cleaner I own so I don't really get the chance to compare it to others. Anyway, we could all use a little bit whim in our life-----i.e., buy a vacuum cleaner simply because it is cute(OK, I confess my dog does not agree with me on this point)."
11/19/2014,iRobot Roomba 650 for Pets,4,Really good...most of the time.,"Ok, I admit I was a skeptic but decided to give it a try as I simply dread pulling out the canister vac. Roomba really does a fantastic job of getting into places where no broom dares to go, and through multiple goings-over under my cabinets are as clean as the rest of my floor. There we a couple of snags though.  Often it will go right over a chunk of something and leave it behind, only sometimes getting it on the second go round. The sound doesn't seem to bother some folks but I found it can get noisy (perhaps louder because we have hardwood?). Sure, you can run it when you are out of the house, and it then becomes a daily game of find the roomba, as it is rarely docked and recharging when we get home. It has been stuck under two chairs, the dresser after eating an errant tissue and often pushes its own docking station into a position so it can't dock and charge. Lastly, this is not a fantastic item if you live in a cramped home as the roomba needs a docking space that is clear and unobstructed, both for the vacuum to receive the signal indicating where the docking station is and then to be able to get to it. Problems aside, seeing the amount of dust and dirt it collects on a daily basis, I know that my house is cleaner after it runs, and I am finally able to get my 4 year old to clean up his Legos with the promise that the Roomba will gobble up whatever is left on the floor. If on the fence as to whether to invest, ask yourself this: which do you like least - messing with the Roomba or vacuuming?"
7/18/2014,iRobot Roomba 650 for Pets,5,Impressed,"OK,  When the wife said she wanted this I thought she was crazy.  This cant work, like most other gadgets.  But it does.  I am always amazed when it goes out and vacuums and then finds its way back home!  It does a good job of keeping the pet hair under control between bigger cleanings.  You do have to empty the rather small bin but overall impressed."
11/01/2012,iRobot Roomba 650 for Pets,4,Robotic Fur Fighter,"Ok lets start out with this. I have had seven roombas over many years . Some have passed on, some were retired, some ran off (I think kids were involved).From the simple red ones to the more advanced 560, the scooba, and now the 650. One thing you can count on with irobot is the higher the model number the higher the price and yes features. I feel there comes a point when the features get in the way of the product and we may be approaching that timeline.The red simple models are great. Do they pickup everything, no. Are they pretty reliable, yes. I have one that is five or six years old and all I have done is replace the battery. One other red one just went insane and died after two years.The scooba... well that was just a mess. It tried hard but could tell even when new it was just waiting to freak out and break down. Gave it away couldnt face the future loss as you do tend to get attached to them slinking around the house.The 560 was a complete dog. It started having nervous issues after only two months then the battery went. Replaced battery then all the warning issues. This one talks to you so she was always telling me her problems and what she needed and what she cant do. Im guessing just like a real maid that is high strung and bad temperament. Dead with the fatal error code 3 AHHHHHHHHH!!!!!!!!! Well that was three hundred bucks I will never see again. (insert sound of toilet flush). This is where I will recommend the square trade extended warranty. I never got it but should have.So it looks like all the new models die just after the warranty is up by a few days. So now I have three dead ones the others were trashed. The quality does not seem to be improving as fast as the complications. The more advanced the higher the chance of failure.The 650 is a little heavier than the 560 that I have (may she rest in peace). Everything about it otherwise seems just the same. It has better hair pickup and a few more bells and whistles but it should for four hundred dollars. With the reliability track record I dont think i would spend he dinero on this one. Find it on sale if you must. Just not comfortable with the longevity any more and customer service at irobot while friendly is not much help. There are lots of forums that will help you trouble shoot your issues. Maybe too many.650 so far its working as intended. We shall see. Old red and 560 sitting in garage awaiting burial.In the end I think irobot should FOCUS on making them better vacuums and less on new features and gimmicks. They could do it if they want to, and make them less complicated so they will last longer. As always if you have any questions just ask me.Update April 2013: 650 and old red still going strong."
10/29/2012,iRobot Roomba 650 for Pets,4,For sure better than my old 530!!,"Ok I have been using robotic vacuums for about 7 years now starting with the old Roomba 400 and moving up to a Roomba 510, then a 530, and a 560. I also currently own an Neato XV11. I was really excited to receive this new Roomba 650 pet series because I have had problem with dog and people hair getting wrapped around the roller brushes on all my Roomba's and even the Neato XV11 would get some on it from time to time. I have been very pleased that after a week and half of heavy use not one bit of hair on rollers! I also noticed that this one picks up a lot more that my current Roomba 530. My Neato always picks up a lot but does not do edges anywhere as good as the Roomba so thus I have both a Neato and a Roomba. I have noticed that the run time on this new Roomba 650 is over 2.5 hrs and cleans very well. The new Roomba is also faster than the 530 and Neato. As for noise it is about the same as my old 530 and is much quieter than the Neato. The scheduling feature is also nice and handy but I do not really use it because I work from home so don't have much need for it but I always say it is better to have it and not need it than to need it and not have it. A couple of things I have noticed that are upgrades is the brush head that the older ones had some problems with looks to be upgraded and also has the Areovac and that is a big improvement for suction. Overall I have been pretty impressed but still is not a smart vacuum cleaner like the Neato and that is why the 4 stars. Yes I would recommend this to purchase. Thanks"
10/27/2015,iRobot Roomba 650 for Pets,3,Three Stars,ok
08/02/2015,iRobot Roomba 650 for Pets,5,"It's pricy, but I promise you won't regret it.","Oh Roomba...  How I love you.  I don't know what we did before this!  (We had dirty floors, I suppose...)Roomba is great at picking up dog and cat fur.  Sometimes he misses some things, but if you throw him back in the room and ask him to go over it again, he always picks it up.  You do have to be diligent about emptying his tray and cleaning him out (which I'm not the best at), but it's really not much effort.  He's such a time-saver and I can spend the time that I used to spend vacuuming actually doing other things.Expensive, but worth it."
12/06/2015,iRobot Roomba 650 for Pets,5,best investment ever - I love this thing,"oh my goodness, best investment ever - I love this thing!! and my dog is adjusting to it and my grandson thinks it is the best ever!!  too cute"
12/14/2015,iRobot Roomba 650 for Pets,3,I hate having to clean the bin constantly and unravel hair ...,"Nothing's wrong with it. I guess I have buyer's remorse for spending so much on an item that has limited capabilities. It does not function on high-pile rug AT ALL! just gets stuck and goes in circles. That's a bummer. I find I have to continuously pick it up and move it to where I want it to go since it doesn't travel over my high-pile rugs. I could have bought 3 high functioning vacuums for the cost of this one Roomba, and instead I have one low-functioning robot-pet-vacuum. I hate having to clean the bin constantly and unravel hair caught in the brush. It's too high-maintenance for me. Prefer a big strong vacuum that does the job manually once a week with control and efficiency."
11/29/2013,iRobot Roomba 650 for Pets,1,Not Worth the Trouble!,"Not worth the money.  I bought this for my daughter to help her with household cleaning, so she could clean floors as she slept. It worked for a few months ( not good on carperts only hardwood or tile).  Then I ordered a replacement upgraded cleaning compartment, which only worked for a couple of cleanings.  It continues to stop after a few minutes saying to clean roller compartment when I just did.It is great for pushing our things that are under the sofa or beds, but that is it.  Much easier to sweep the floors yourself!  Jo"
1/17/2013,iRobot Roomba 650 for Pets,3,doesn't pick up cat hair,Not to happy with this as it doesn't pick up the cat hair which it told me it would.  It's okay
7/15/2015,iRobot Roomba 650 for Pets,3,Not the best robot vacuum I've ever had,"Not the best robot vacuum I've ever had. It gets suck on things frequently, yet won't go over my rugs that are on my hardwood. I had a Neato before the Roomba and I think it did a better job, it was cheaper too!"
9/22/2014,iRobot Roomba 650 for Pets,4,I would recommend a more advanced unit at this point,"Not sure it's worth the price, but it does what it's supposed to in an average fashion.  I would recommend a more advanced unit at this point."
09/12/2014,iRobot Roomba 650 for Pets,3,"Not perfect, but definitely worth every penny.","Not perfect, but definitely worth every penny.  Our Roomba is scheduled to clean every day of the week.  We constrain it to one room at a time, letting it clean one area per day.  I would say its success rate at returning to the base charge station after a clean is about 60%.Our Roomba will get stuck on seemingly silly things.  For example our Roomba seems to think that the height difference between our high pile carpet and the floor vents qualifies as a high cliff that it must avoid at all costs.  This leads to our little friend often panicking when it hits a floor vent and then stopping with an error.Other things that often cause issues for our Roomba are wires (the advertised anti-tangle feature not so great in practice) and the rogue flip-flop or sandal.But these are all acceptable issues when contrasted against the fact that this little robot vacuums a room in our home daily.The bottom line is this Roomba is worth the money.  However, I am excited to see the product line continue to improve and evolve."
3/15/2014,iRobot Roomba 650 for Pets,5,best purchase I have ever made,Not kidding.  I never realized how much dust accumulates until I gut this little guy.  I have a 700 sqft apartment and roomba cleans it one time a day for an hour every day.  Every day it fills up its dust tray (about the size of 2 fists).  EVERY DAY! thats a ton!This one picks up dog hair like a champ and handles carpet and hard wood well.  It never gets stuck unless it sucks of something I left on the floor.One must have for roomba is this little circular comb that pulls all the hair off the rollers which I do once or twice a month.  There is a link to it at the bottom.  And just wash the hepa filter.  There is no point to buying new ones all the time.  Have one extra so you can put it in while the other dryes.Its a great investment and they are so much better than the old ones
07/08/2014,iRobot Roomba 650 for Pets,3,It works best if you manage the space that you want it ...,"Not having one of these robot vacuums before, it takes some getting used to.  It works best if you manage the space that you want it to vacuum.  That being to clear all items that will cause it to get hung-up on or around (chairs, tables, tight spots, day packs, dog toys, etc.).  By the time these items are cleared, I could have almost just vacuumed the area manually with an upright vacuum.The product itself works pretty well.  I would prefer if it had a structured pattern that it followed rather than randomly streaming through, around the room.  As it proceeds through it's process, if I watch it, I often wonder if it is really going to hit all locations.  Once I scheduled it to run daily, in the early morning (before we get up), I don't have to listen to it, and I don't have to wonder if it is going to do a complete job.  When I enter the living area, it seems to have done a decent job of vacuuming the area.  It needs help around the edges of the room."
05/06/2014,iRobot Roomba 650 for Pets,5,Really good,"No problems with it whatsoever, did a tonne of research so the only thing for it was post quality cheers!"
1/22/2015,iRobot Roomba 650 for Pets,5,Great for hard wood and cats!,No more sweeping litter everyday! And doesn't scare the felines!
11/14/2015,iRobot Roomba 650 for Pets,4,our Roomba cleans up my dog's treat crumb messes and is great for maintaining floors free of pet hair,"Nicknamed Walle, our Roomba cleans up my dog's treat crumb messes and is great for maintaining floors free of pet hair. Unfortunately, Walle doesn't go easy on the furniture or walls. If you have white tables/chairs/bookends/baseboards, be prepared to watch the Roomba slam into them repeatedly during its work. Still a great purchase for maintaining ""clean"" floors, but may leave marks on your furniture."
11/28/2015,iRobot Roomba 650 for Pets,5,great product money can buy,"Never imagine such a smart machine or a robot. It cleans, it judges, it overcomes..."
12/16/2014,iRobot Roomba 650 for Pets,5,rockin roomba,"needed something for all the pug and kitty fur, this was the answer to a prayer."
10/31/2012,iRobot Roomba 650 for Pets,4,"Some improvements, one 'pet' peeve","Nearly RIP: After using this Roomba several times a day almost every day, it has finally been sent to the children's room because it takes too frequent breaks.  (Charging issues.)  I hope it will continue to threaten children to pick up their stuff from the floor.I'm really impressed by the improvements in this Roomba.  Since I've put it into use in my household of pets - pets outnumber people 2:1 - the pet hair and dust have gone down considerably.  I have been using aÊNeato XV-11 All Floor Robotic Vacuum SystemÊand was about to order the animal and filter replacements but was sort of balking at the price.There are a few things that this machine does much better than the older Roombas and even some things that are better than the Neato.  The improvements are huge.Improvements:Directionality: This one has much better directionality than my older Roomba.  This one identifies a line, like the couch, and then a wall or coffee table, finds out its length and then comes back and does the area in a cross zigzag pattern.  My older one seemed to pretty much bounce off walls.Going around furniture.  This one goes around the furniture better than my past Roomba and better than my Neato.  I had sort of gotten into the habit of putting the chairs up on the table (difficult because they are antique wrought iron and heavy) because the Neato does not go close to the chair legs and seemed to go right through the middle - avoiding touching anything.  This Roomba is a great improvement though because when it touches something, like a chair leg, it clings to it while it goes around it, leaving no dust bunnies unmoved by the experience.The edges.  This one does better than my Neato.  It clings to rather than avoiding walls.  Neato would identify a wall line and then follow a path about one inch away from the wall.Cleaning. It is easier to clean these brushes than the old one was.  This one also has a better bin for emptying.This Roomba is like the energizer rabbit.  It just goes and goes and goes.  I charged it completely before I used it the first time.  About halfway through a 500 square foot room, it just turned around and didn't make it back to its base.  The next day, however, it did about 1000 square feet several times.  Maybe it was just trying to make up for the day before, but the animals didn't think it was funny, not at all.My `Pet' PeeveCleaning out the brushes is still a problem for me.  I just don't understand why it has to be done so often.  This needs to be cleaned at the end of every use.  This means I have to dig my fingers in and clean it.  This is precisely the one thing I never want to do.  I am allergic to pets AND their hair.My first Roomba was given away and now, my Neato has also gone to a new home.  This is definitely better than both of them."
6/17/2015,iRobot Roomba 650 for Pets,5,Five Stars,"Named her Rosie, she cleans every day!"
7/20/2015,iRobot Roomba 650 for Pets,5,Five Stars,"My wife loves it...therefore, so do I."
03/04/2015,iRobot Roomba 650 for Pets,5,Five Stars,My wife loves it! Seems to do the job
4/15/2015,iRobot Roomba 650 for Pets,5,Make your spouse Happy,My wife Loves it ! Enough said
6/29/2015,iRobot Roomba 650 for Pets,5,Five Stars,MY WIFE LIKES THIS MORE THAN THE CHILDREN MOST DAYS !
09/01/2014,iRobot Roomba 650 for Pets,4,Four Stars,My wife likes that it will clean under the bed
11/13/2013,iRobot Roomba 650 for Pets,5,I couldn't love it more,"My wife kept coughing for some reasons.  Our doctor could not find any problem.  I was thinking it might be related to the carpet.  I hired the carpet cleaner to clean up the carpet once.  Then, I bought the iRobot to vacuum the bedroom every day, and vacuum other unused rooms every week.  My wife stops coughing now.  Every time, I clear the dust compartment of the iRobot.  I see the thick dirty dust.  It scares me that this is what I have been sleeping with.  The carpet just hides the dust so we could not notice how much it was in the bedroom.  There are many good things about the iRobot.  The best one is it reaches the area that is hard to reach, e.g. It vacuums the dust under the bed.  The other thing I like is it docks to recharge when the battery is low.  After talking the pros, I find 2 cons.  First, it does not work really well with the hard wood floor.  It just pushes the dust around.  Second, I have a black color rug with white color dots.  It confuses the iRobot that the dirt could not be cleaned so it will keep running in circle on the same spot.  In sum, it solves my problems, and I really really love it."
12/04/2014,iRobot Roomba 650 for Pets,5,Love our Roomba!,"My wife and I love this little robot. We run it every day and it just about does our entire downstairs (3200 square foot home, approx. 1500 sqft downstairs). Helps us keep up with the dog hair from our black lab. We still vacuum once a week, but it keeps us from doing it 3 or more times each week."
3/16/2015,iRobot Roomba 650 for Pets,4,No more hauling the vacuum upstairs,"My wife and I love the Roomba. We've had it for a few months now and it fits our needs perfectly.  We wanted something that would just clean around 700sq ft of space upstairs without us ever having to haul around a vacuum.With 3 cats and a dog, our upstairs master bedroom and upstairs hallway are always coated in animal hair. Once a day the Roomba runs and takes care of everything. No need to haul the vacuum up and down stairs, the hallway and bedroom are always nicely vacuumed. It's a bit pricey for what it does, but it does it very well."
12/22/2015,iRobot Roomba 650 for Pets,5,Why did we wait???,"My wife and I had talked about getting one of these, but just didn't. Finally I read the Amazon reviews and decided what the heck. Now, after about a month, we ask ourselves ""why didn't we get this years ago?""This thing has made our chore of cleaning up dog hair a thing of the past. We have hardwood floors everywhere, with some throw rugs around, and a beagle mix house dog. This dog just blinks and drops about 500 hairs each time. We could never really stay ahead it.But now, with this Roomba, we come home to clean floors daily. Programming is simple, maintenance is easy, and we couldn't be happier. It does a fantastic job. It's specialty is cleaning along walls and edges, but will eventually cover the entire living area. The virtual wall device has kept it away from our Christmas tree skirt nicely. It goes onto any and all of our various rugs without hesitation. It only once had a problem while turning on the edge of a thin bathroom throw rug, and it signaled it was stuck. No biggie, I smoothed out the wrinkle and pressed the clean button, and away it went again.Truly, we are elated with this thing. No more do we have to see the dog hair mess. It's always in check now. And I am amazed at the apparent durability of this Roomba. They have certainly done their homework on this thing. We couldn't ask for anything more (well, maybe if it could dump its own dirt bin). Ha!"
8/25/2014,iRobot Roomba 650 for Pets,5,Good for square rooms,"My second one of these.  It works well.  Best for rectangular shaped rooms without too many objects in the room.  For me, the room to be cleaned needs to be prepped so the device doesn't get trapped under something.  This version has an rollers that don't need to be cleaned of carpet strands like the previous version."
3/15/2015,iRobot Roomba 650 for Pets,4,Battery life is real good and it doesn't excellent job cleaning our carpets,My Roomba exceeds my expectations. Battery life is real good and it doesn't excellent job cleaning our carpets.
8/28/2015,iRobot Roomba 650 for Pets,5,it's the best buy ever,my precious! it's the best buy ever! forever! Every home needs one!
02/05/2014,iRobot Roomba 650 for Pets,5,Quite the Helper!,"My parents loved their Roomba, so I decided to go ahead and get one this past December.  I have 2 dogs and was having to vacuum every day to keep dog hair under control.  This Roomba works as advertised and has made keeping my floors clean soooo much easier.I auto set the Roomba to run our entire downstairs every morning before I wake up (tile floors).  It probably runs for a good hour and a half to two hours, then takes itself home to charge.  I empty the bin every morning, and once a week or so I flip it over and clean the removable parts.  This is very simple, and I had to do this with my regular vacuum anyways, so no biggie.  At lunch time, I take it upstairs (hard wood with area rugs) and let it run the rest of the house. It's just that easy.Overall, my house stays cleaner and I am much happier for it. I've also noticed a considerable reduction of dust in the air filter which is a big plus.  At the end of the day, this is totally worth it for all the time it has saved.  Thank you Roomba!"
3/31/2014,iRobot Roomba 650 for Pets,5,Perfect product,"My only regret is not getting one sooner.This is a great product, I love coming home to clean floors every day."
1/22/2014,iRobot Roomba 650 for Pets,3,Not for a cluttered household,"My niece swears by this product, but she lives in a modern condo with polished concrete floors.  I've been in the same house for forty years with a mix of hardwood, vinyl, and tile floors scattered with area rugs.  These obstacles have greatly vexed the iRobot, which the cats in any case view with extreme suspicion."
12/26/2014,iRobot Roomba 650 for Pets,5,My best buy for 2014.,"My new best friend.  It is so nice to have Robbie's  help.  I can dust while he vacuums.  Easy to clean,  I don't think he is noisy like some people have said. I am just so glad to have the help."
07/06/2014,iRobot Roomba 650 for Pets,5,my new best friend!,"my new best friend!!!!!!!! i hate vacuuming. HATE HATE HATE. its annoying, it gets me tired and sweaty. its hard to get under the bed. but now, i can just sit and watch tv as i vacuum. does a great great job overall.PROS:- vacuums while you relax or at work- cleans super wellCONS:- nickel battery, so you have to be careful how you use it. you have to drain it completely before you charge it. and when you charge it, you have to charge all the way.- does fall down the stairs on carpet b/c it can't read the soft ledge as well. i recommend putting the portable lighthouse there- cant get into corners that are too small for it to fit. sooo, inevitably, you have to vacuum yourself sometimes in the little nooks- louder than i thought, but not awfuloverall, i still LOVE it. saves me a lot of time. and i can get the dust out of my apartment so much easier now."
7/29/2015,iRobot Roomba 650 for Pets,5,Five Stars,my new best friend
04/06/2014,iRobot Roomba 650 for Pets,5,A godsend for pet owners,"My new apartment has wood floors and the fur bunnies from my golden retriever became more apparent than ever. It made me insane. I was obsessed with sweeping and found that I had to do so daily which I don't have time for. Roomba picked up these dust bunnies in the interim until my housecleaning day (saturday). If you think this will replace your vacuum, it won't. It will help with those fur bunnies in the meantime. Saves me so much time. I love it."
1/13/2015,iRobot Roomba 650 for Pets,5,But I still like it very,"My mother is too hard, so the utilization rate is not high. The noise of some large, suit dawdler. But I still like it very much"
2/20/2015,iRobot Roomba 650 for Pets,5,I like this little thing,"My kids were following it around the house the first day.  It's kind of fun, but it actually picks up quite a bit.  No regrets about buying this."
10/21/2015,iRobot Roomba 650 for Pets,3,My iRobot Roomba 650 arrived today. It came with ...,My iRobot Roomba 650 arrived today.  It came with a plug that does not fit outlets in the US.  It's on its way back already.<sigh>
11/18/2015,iRobot Roomba 650 for Pets,5,"My husband swept right before we turned it on, ...","My husband swept right before we turned it on, I couldn't believe how packed the tray was after it got done. It takes about an hour for it to do its job. A+++"
